FileCtl:00000 00800 FFFFF 00000 FFFFF 00000 FFFFF 00000 FFFFF 00000 
Begin Norm:3007,#0,0015
VIfact:0010,0010
Int:0900
Tmode-Fdrs:00010001b,1
Data:
14967,12000,12,00,00,2335,00,00,07,500,00,00,00000000,00,00
14967,12150,12,00,00,2343,00,00,08,500,00,00,00000000,00,00
14967,12300,12,00,00,2334,00,00,08,500,00,00,00000000,00,00
14967,12450,12,00,00,2321,00,00,08,500,00,00,00000000,00,00
14967,12600,12,00,00,2324,00,00,08,500,00,00,00000000,00,00
14967,12750,12,00,00,2324,00,00,08,499,00,00,00000000,00,00
14967,12900,12,00,00,2335,00,00,08,500,00,00,00000000,00,00
14967,13050,12,00,00,2336,00,00,08,500,00,00,00000000,00,00
14967,13200,12,00,00,2337,00,00,08,500,00,00,00000000,00,00
14967,13350,12,00,00,2335,00,00,08,500,00,00,00000000,00,00
14967,13500,12,00,00,2330,00,00,08,500,00,00,00000000,00,00
14967,13650,12,00,00,2318,00,00,08,500,00,00,00000000,00,00
14967,13800,12,00,00,2328,00,00,07,499,00,00,00000000,00,00
14967,13950,12,00,00,2330,00,00,07,499,00,00,00000000,00,00
14967,14100,12,00,00,2342,00,00,07,499,00,00,00000000,00,00
14967,14250,12,00,00,2353,00,00,07,499,00,00,00000000,00,00
14968,00,12,00,00,2362,00,00,07,500,00,00,00000000,00,00
14968,150,12,00,00,2352,00,00,07,500,00,00,00000000,00,00
14968,300,12,00,00,2346,00,00,07,500,00,00,00000000,00,00
14968,450,12,00,00,2343,00,00,07,500,00,00,00000000,00,00
14968,600,12,00,00,2333,00,00,07,499,00,00,00000000,00,00
14968,750,12,00,00,2344,00,00,07,499,00,00,00000000,00,00
14968,900,12,00,00,2351,00,00,07,500,00,00,00000000,00,00
14968,1050,12,00,00,2358,00,00,07,500,00,00,00000000,00,00
14968,1200,13,00,00,2364,00,00,07,499,00,00,00000000,00,00
14968,1350,13,00,00,2368,00,00,08,500,00,00,00000000,00,00
14968,1500,13,00,00,2374,00,00,08,500,00,00,00000000,00,00
14968,1650,13,00,00,2382,00,00,08,500,00,00,00000000,00,00
14968,1800,13,00,00,2387,00,00,09,499,00,00,00000000,00,00
14968,1950,13,00,00,2369,00,00,09,499,00,00,00000000,00,00
14968,2100,13,00,00,2371,00,00,09,499,00,00,00000000,00,00
14968,2250,13,00,00,2375,00,00,09,499,00,00,00000000,00,00
14968,2400,14,00,00,2362,00,00,09,500,00,00,00000000,00,00
14968,2550,14,00,00,2368,00,00,10,500,00,00,00000000,00,00
14968,2700,14,00,00,2376,00,00,10,499,00,00,00000000,00,00
14968,2850,14,00,00,2378,00,00,10,499,00,00,00000000,00,00
14968,3000,14,00,00,2377,00,00,10,499,00,00,00000000,00,00
14968,3150,14,00,00,2381,00,00,10,499,00,00,00000000,00,00
14968,3300,14,00,00,2385,00,00,10,500,00,00,00000000,00,00
14968,3450,14,00,00,2388,00,00,10,500,00,00,00000000,00,00
14968,3600,14,00,00,2389,00,00,11,500,00,00,00000000,00,00
14968,3750,14,00,00,2393,00,00,11,500,00,00,00000000,00,00
14968,3900,14,00,00,2395,00,00,11,500,00,00,00000000,00,00
14968,4050,14,00,00,2397,00,00,11,500,00,00,00000000,00,00
14968,4200,14,00,00,2394,00,00,11,500,00,00,00000000,00,00
14968,4350,14,00,00,2391,00,00,11,500,00,00,00000000,00,00
14968,4500,14,00,00,2389,00,00,11,500,00,00,00000000,00,00
14968,4650,14,00,00,2391,00,00,11,499,00,00,00000000,00,00
14968,4800,14,00,00,2386,00,00,11,499,00,00,00000000,00,00
14968,4950,14,00,00,2383,00,00,11,499,00,00,00000000,00,00
14968,5100,14,00,00,2373,00,00,11,500,00,00,00000000,00,00
14968,5250,14,00,00,2355,00,00,11,500,00,00,00000000,00,00
14968,5400,14,00,00,2347,00,00,11,500,00,00,00000000,00,00
14968,5550,14,00,00,2352,00,00,11,500,00,00,00000000,00,00
14968,5700,14,00,00,2338,00,00,11,499,00,00,00000000,00,00
14968,5850,14,00,00,2328,00,00,11,499,00,00,00000000,00,00
14968,6000,14,00,00,2327,00,00,11,499,00,00,00000000,00,00
14968,6150,14,00,00,2307,00,00,10,499,00,00,00000000,00,00
14968,6300,14,00,00,2310,00,00,11,499,00,00,00000000,00,00
14968,6450,14,00,00,2322,00,00,11,499,00,00,00000000,00,00
14968,6600,14,00,00,2303,00,00,10,499,00,00,00000000,00,00
14968,6750,13,00,00,2308,00,00,10,499,00,00,00000000,00,00
14968,6900,13,00,00,2307,00,00,10,499,00,00,00000000,00,00
