FileCtl:00000 06040 06060 06080 FFFFF 00000 FFFFF 00000 FFFFF 00000 
Begin Norm:3007,#0,0017
VIfact:0010,0010
Int:0900
Tmode-Fdrs:00000001b,1
Data:
15004,6450,74,20,93,842,824,834,442,173,240,88,00000001,00,00
15004,6600,192,76,249,2430,2383,2414,1231,500,625,206,00000001,00,00
15004,6750,139,35,370,2431,2372,2398,1281,500,15,400,00000001,00,00
15004,6900,148,294,205,2424,2363,2405,1533,500,656,256,00000001,00,00
15004,7050,150,330,133,2424,2369,2418,1448,500,736,259,00000001,00,00
15004,7200,125,245,117,2411,2361,2405,1140,499,133,197,00000001,00,00
15004,7350,130,143,108,2404,2353,2397,881,499,212,91,00000001,00,00
15004,7500,100,144,101,2395,2334,2389,800,500,878,86,00000001,00,00
15004,7650,166,108,129,2392,2333,2384,935,500,711,116,00000001,00,00
15004,7800,141,68,82,2390,2339,2382,656,500,1130,123,00000001,00,00
15004,7950,78,66,126,2394,2340,2385,594,500,1172,108,00000001,00,00
15004,8100,47,104,209,2409,2353,2398,827,500,931,171,00000001,00,00
15004,8250,45,95,96,2400,2348,2398,511,500,1057,91,00000001,00,00
15004,8400,48,131,121,2403,2346,2402,670,500,1276,156,00000001,00,00
15004,8550,52,222,72,2400,2344,2400,779,500,992,204,00000001,00,00
15004,8700,72,220,197,2402,2349,2400,1133,499,787,163,00000001,00,00
15004,8850,119,194,180,2396,2348,2386,1148,499,765,123,00000001,00,00
15004,9000,61,217,70,2394,2345,2391,771,500,1240,197,00000001,00,00
15004,9150,56,187,77,2373,2325,2368,701,499,1256,184,00000001,00,00
15004,9300,49,32,115,2385,2335,2371,403,500,1256,109,00000001,00,00
15004,9450,116,29,59,2384,2331,2372,420,499,1093,102,00000001,00,00
15004,9600,135,28,76,2379,2325,2367,511,499,1089,122,00000001,00,00
15004,9750,70,30,77,2381,2319,2367,373,499,854,76,00000001,00,00
15004,9900,33,27,40,2392,2331,2371,235,499,1702,22,00000001,00,00
15004,10050,79,28,52,2389,2325,2369,352,500,955,72,00000001,00,00
15004,10200,32,27,39,2386,2325,2371,231,500,151,21,00000001,00,00
15004,10350,32,27,39,2401,2330,2375,232,499,1674,22,00000001,00,00
15004,10500,31,28,39,2390,2314,2366,231,500,1746,23,00000001,00,00
15004,10650,30,26,41,2390,2312,2365,228,499,23,21,00000001,00,00
15004,10800,30,27,41,2387,2309,2363,230,499,342,23,00000001,00,00
15004,10950,32,28,41,2398,2321,2367,237,499,1670,24,00000001,00,00
15004,11100,32,28,40,2416,2328,2376,237,500,1660,24,00000001,00,00
15004,11250,33,26,41,2421,2337,2383,237,500,1674,22,00000001,00,00
15004,11400,32,26,41,2433,2350,2394,236,500,754,21,00000001,00,00
15004,11550,33,28,57,2439,2356,2402,265,499,60,44,00000001,00,00
15004,11700,33,28,40,2450,2366,2406,236,499,1692,24,00000001,00,00
15004,11850,32,28,40,2458,2370,2414,240,500,1693,23,00000001,00,00
15004,12000,31,25,40,2444,2356,2403,231,500,1746,19,00000001,00,00
15004,12150,32,26,41,2449,2371,2420,233,500,1743,21,00000001,00,00
15004,12300,32,28,40,2442,2359,2405,237,500,1750,23,00000001,00,00
15004,12450,33,29,40,2444,2364,2406,235,500,708,23,00000001,00,00
15004,12600,33,28,40,2445,2373,2409,234,500,1664,23,00000001,00,00
15004,12750,33,26,40,2450,2375,2416,238,500,1690,19,00000001,00,00
15004,12900,32,28,40,2445,2368,2406,238,500,1633,22,00000001,00,00
15004,13050,31,29,40,2451,2379,2415,241,500,1679,23,00000001,00,00
